start_hour_str,dow_str,start_station_name,city,avg_duration,number_of_trips
Afternoon,Monday,Mechanics Plaza (Market at Battery),San Francisco,15.0,46
Mid Morning,Tuesday,Civic Center BART (7th at Market),San Francisco,56.8,46
Afternoon,Wednesday,2nd at Folsom,San Francisco,16.8,46
Afternoon,Thursday,Beale at Market,San Francisco,20.0,46
Afternoon,Friday,Broadway St at Battery St,San Francisco,21.3,46
Morning,Saturday,Market at 4th,San Francisco,76.3,46
Early Afternoon,Sunday,Commercial at Montgomery,San Francisco,52.4,45
Afternoon,Sunday,Beale at Market,San Francisco,43.8,45
Morning,Monday,Powell Street BART,San Francisco,63.6,45
Afternoon,Monday,Temporary Transbay Terminal (Howard at Beale),San Francisco,15.7,45
Mid Day,Tuesday,Beale at Market,San Francisco,42.0,45
Morning,Tuesday,Steuart at Market,San Francisco,11.1,45
Early Afternoon,Tuesday,Commercial at Montgomery,San Francisco,18.6,45
Afternoon,Tuesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,11.2,45
Afternoon,Tuesday,2nd at South Park,San Francisco,13.2,45
Afternoon,Tuesday,Mechanics Plaza (Market at Battery),San Francisco,25.7,45
Evening,Wednesday,Powell Street BART,San Francisco,58.6,45
Early Afternoon,Wednesday,Embarcadero at Folsom,San Francisco,54.0,45
Mid Day,Wednesday,Spear at Folsom,San Francisco,30.5,45
Early Afternoon,Thursday,San Francisco Caltrain 2 (330 Townsend),San Francisco,45.4,45
Afternoon,Thursday,Davis at Jackson,San Francisco,20.4,45
Mid Day,Thursday,Golden Gate at Polk,San Francisco,33.0,45
Afternoon,Sunday,5th at Howard,San Francisco,15.5,44
Evening,Sunday,Powell at Post (Union Square),San Francisco,32.2,44
Mid Morning,Sunday,Grant Avenue at Columbus Avenue,San Francisco,70.7,44
Afternoon,Sunday,Mechanics Plaza (Market at Battery),San Francisco,24.7,44
Early Afternoon,Tuesday,Post at Kearny,San Francisco,44.0,44
Early Afternoon,Tuesday,Spear at Folsom,San Francisco,28.3,44
Mid Morning,Tuesday,Market at Sansome,San Francisco,58.2,44
Mid Day,Wednesday,South Van Ness at Market,San Francisco,24.9,44
Afternoon,Wednesday,Grant Avenue at Columbus Avenue,San Francisco,39.5,44
Mid Morning,Thursday,Civic Center BART (7th at Market),San Francisco,40.6,44
Early Afternoon,Thursday,South Van Ness at Market,San Francisco,19.8,44
Morning,Friday,Temporary Transbay Terminal (Howard at Beale),San Francisco,15.8,44
Afternoon,Friday,5th at Howard,San Francisco,18.5,44
Morning,Friday,Market at 4th,San Francisco,21.9,44
Mid Morning,Saturday,2nd at Folsom,San Francisco,21.6,44
Early Afternoon,Sunday,Japantown,San Jose,130.0,43
Mid Morning,Sunday,Howard at 2nd,San Francisco,66.2,43
Afternoon,Sunday,Post at Kearny,San Francisco,37.0,43
Mid Day,Sunday,Davis at Jackson,San Francisco,28.5,43
Afternoon,Monday,5th at Howard,San Francisco,13.9,43
Mid Morning,Monday,2nd at Townsend,San Francisco,33.7,43
Afternoon,Monday,Washington at Kearny,San Francisco,19.1,43
Afternoon,Monday,Embarcadero at Folsom,San Francisco,25.8,43
Early Afternoon,Tuesday,Washington at Kearny,San Francisco,34.2,43
Mid Day,Tuesday,Washington at Kearny,San Francisco,42.7,43
Mid Day,Wednesday,Post at Kearny,San Francisco,25.0,43
Early Afternoon,Wednesday,Beale at Market,San Francisco,35.8,43
Early Afternoon,Wednesday,Spear at Folsom,San Francisco,33.5,43
Early Afternoon,Wednesday,San Francisco City Hall,San Francisco,56.2,43
Morning,Wednesday,Market at 10th,San Francisco,13.5,43
Afternoon,Thursday,Clay at Battery,San Francisco,18.7,43
Mid Day,Thursday,Washington at Kearny,San Francisco,87.3,43
Nightime,Friday,Harry Bridges Plaza (Ferry Building),San Francisco,45.8,43
Mid Day,Friday,Golden Gate at Polk,San Francisco,71.2,43
Mid Morning,Saturday,Howard at 2nd,San Francisco,20.4,43
Mid Morning,Saturday,South Van Ness at Market,San Francisco,46.9,43
Afternoon,Sunday,Japantown,San Jose,45.6,42
Morning,Sunday,Powell Street BART,San Francisco,94.6,42
Mid Morning,Sunday,Embarcadero at Vallejo,San Francisco,53.3,42
Afternoon,Monday,Howard at 2nd,San Francisco,16.5,42
Afternoon,Tuesday,Davis at Jackson,San Francisco,17.7,42
Mid Day,Tuesday,Commercial at Montgomery,San Francisco,32.0,42
Afternoon,Tuesday,Commercial at Montgomery,San Francisco,22.9,42
Early Afternoon,Thursday,Broadway St at Battery St,San Francisco,45.1,42
Morning,Thursday,Grant Avenue at Columbus Avenue,San Francisco,13.8,42
Evening,Thursday,Powell Street BART,San Francisco,29.2,42
Evening,Friday,Grant Avenue at Columbus Avenue,San Francisco,19.1,42
Afternoon,Friday,South Van Ness at Market,San Francisco,24.9,42
Early Afternoon,Friday,Golden Gate at Polk,San Francisco,39.9,42
Morning,Saturday,Powell Street BART,San Francisco,274.8,42
Mid Morning,Saturday,Post at Kearny,San Francisco,37.9,42
Afternoon,Monday,Grant Avenue at Columbus Avenue,San Francisco,36.5,41
Evening,Tuesday,Market at 4th,San Francisco,16.6,41
Early Afternoon,Tuesday,Beale at Market,San Francisco,27.2,41
Afternoon,Wednesday,South Van Ness at Market,San Francisco,46.3,41
Early Afternoon,Wednesday,Clay at Battery,San Francisco,39.8,41
Mid Day,Thursday,Clay at Battery,San Francisco,21.5,41
Afternoon,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,20.1,41
Evening,Thursday,Powell at Post (Union Square),San Francisco,21.3,41
Mid Day,Thursday,Broadway St at Battery St,San Francisco,49.5,41
Afternoon,Friday,Spear at Folsom,San Francisco,16.4,41
Mid Morning,Friday,Grant Avenue at Columbus Avenue,San Francisco,43.7,41
Evening,Saturday,Powell at Post (Union Square),San Francisco,15.6,41
Mid Morning,Saturday,Mechanics Plaza (Market at Battery),San Francisco,50.6,41
Mid Morning,Saturday,San Francisco Caltrain 2 (330 Townsend),San Francisco,33.1,41
Mid Morning,Sunday,Golden Gate at Polk,San Francisco,42.4,40
Afternoon,Sunday,San Francisco City Hall,San Francisco,22.1,40
Mid Morning,Sunday,Townsend at 7th,San Francisco,15.8,40
Morning,Monday,Embarcadero at Sansome,San Francisco,29.1,40
Mid Morning,Monday,Grant Avenue at Columbus Avenue,San Francisco,61.5,40
Early Afternoon,Tuesday,Davis at Jackson,San Francisco,83.9,40
Mid Day,Wednesday,San Francisco City Hall,San Francisco,34.2,40
Early Afternoon,Wednesday,South Van Ness at Market,San Francisco,50.8,40
Early Afternoon,Wednesday,Davis at Jackson,San Francisco,57.5,40
Morning,Thursday,Market at 10th,San Francisco,116.7,40
Morning,Thursday,Civic Center BART (7th at Market),San Francisco,14.0,40
Mid Morning,Thursday,Grant Avenue at Columbus Avenue,San Francisco,43.4,40
Afternoon,Friday,Davis at Jackson,San Francisco,23.5,40
Early Afternoon,Sunday,MLK Library,San Jose,86.1,39
Mid Morning,Sunday,Post at Kearny,San Francisco,53.9,39
Afternoon,Monday,Beale at Market,San Francisco,22.2,39
Afternoon,Tuesday,Beale at Market,San Francisco,37.2,39
Morning,Tuesday,Civic Center BART (7th at Market),San Francisco,71.3,39
Afternoon,Wednesday,Washington at Kearny,San Francisco,35.4,39
Early Afternoon,Thursday,2nd at Folsom,San Francisco,21.6,39
Mid Day,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,55.3,39
Mid Morning,Thursday,Market at Sansome,San Francisco,45.0,39
Afternoon,Saturday,San Pedro Square,San Jose,10.8,39
Nightime,Saturday,Embarcadero at Sansome,San Francisco,20.3,39
Evening,Saturday,Embarcadero at Vallejo,San Francisco,83.1,39
Mid Day,Sunday,Japantown,San Jose,45.5,38
Afternoon,Sunday,Clay at Battery,San Francisco,33.7,38
Mid Morning,Sunday,San Francisco City Hall,San Francisco,52.1,38
Mid Day,Monday,Embarcadero at Folsom,San Francisco,22.2,38
Mid Day,Monday,Commercial at Montgomery,San Francisco,20.6,38
Afternoon,Tuesday,Howard at 2nd,San Francisco,15.9,38
Morning,Tuesday,Market at 10th,San Francisco,100.1,38
Early Afternoon,Tuesday,Golden Gate at Polk,San Francisco,44.4,38
Evening,Wednesday,Powell at Post (Union Square),San Francisco,14.2,38
Evening,Wednesday,Market at Sansome,San Francisco,39.7,38
Evening,Wednesday,San Francisco Caltrain (Townsend at 4th),San Francisco,30.1,38
Evening,Thursday,Embarcadero at Bryant,San Francisco,58.8,38
Mid Morning,Friday,2nd at Folsom,San Francisco,157.2,38
Afternoon,Friday,Temporary Transbay Terminal (Howard at Beale),San Francisco,27.9,38
Morning,Saturday,Embarcadero at Sansome,San Francisco,18.3,38
Mid Morning,Sunday,Beale at Market,San Francisco,125.7,37
Mid Day,Sunday,California Ave Caltrain Station,Palo Alto,42.6,37
Early Afternoon,Sunday,California Ave Caltrain Station,Palo Alto,37.1,37
Mid Day,Monday,2nd at South Park,San Francisco,37.7,37
Mid Day,Monday,Golden Gate at Polk,San Francisco,79.4,37
Mid Morning,Monday,Washington at Kearny,San Francisco,23.1,37
Early Afternoon,Monday,Beale at Market,San Francisco,61.1,37
Afternoon,Monday,South Van Ness at Market,San Francisco,14.7,37
Mid Day,Tuesday,Howard at 2nd,San Francisco,35.3,37
Early Afternoon,Tuesday,Broadway St at Battery St,San Francisco,51.9,37
Mid Morning,Wednesday,5th at Howard,San Francisco,26.7,37
Early Afternoon,Wednesday,Commercial at Montgomery,San Francisco,26.5,37
Morning,Wednesday,Market at 4th,San Francisco,41.0,37
Mid Day,Thursday,2nd at Folsom,San Francisco,53.2,37
Mid Morning,Friday,Mechanics Plaza (Market at Battery),San Francisco,24.3,37
Evening,Saturday,Embarcadero at Bryant,San Francisco,21.0,37
Mid Day,Sunday,Post at Kearney,San Francisco,31.2,36
Mid Morning,Sunday,Washington at Kearny,San Francisco,41.8,36
Early Afternoon,Monday,Post at Kearny,San Francisco,48.8,36
Mid Day,Monday,2nd at Folsom,San Francisco,31.5,36
Mid Morning,Monday,Embarcadero at Vallejo,San Francisco,90.3,36
Mid Morning,Monday,5th at Howard,San Francisco,28.3,36
Early Afternoon,Monday,Broadway St at Battery St,San Francisco,34.5,36
Morning,Wednesday,2nd at Townsend,San Francisco,12.5,36
Morning,Wednesday,Civic Center BART (7th at Market),San Francisco,14.1,36
Mid Morning,Thursday,Embarcadero at Vallejo,San Francisco,92.3,36
Mid Day,Saturday,San Jose Diridon Caltrain Station,San Jose,41.1,36
Early Afternoon,Saturday,Japantown,San Jose,37.9,36
Nightime,Saturday,Civic Center BART (7th at Market),San Francisco,33.9,36
Nightime,Saturday,Powell Street BART,San Francisco,16.5,36
Early Afternoon,Saturday,University and Emerson,Palo Alto,71.9,36
Nightime,Saturday,Market at 4th,San Francisco,39.9,36
Evening,Sunday,2nd at Townsend,San Francisco,17.8,35
Evening,Sunday,Market at Sansome,San Francisco,1061.9,35
Evening,Sunday,Washington at Kearny,San Francisco,22.6,35
Mid Day,Monday,Post at Kearny,San Francisco,37.3,35
Mid Morning,Tuesday,2nd at Townsend,San Francisco,14.1,35
Evening,Tuesday,Market at Sansome,San Francisco,17.5,35
Afternoon,Tuesday,Broadway St at Battery St,San Francisco,50.2,35
Evening,Tuesday,San Francisco Caltrain (Townsend at 4th),San Francisco,12.0,35
Evening,Wednesday,Grant Avenue at Columbus Avenue,San Francisco,33.6,35
Mid Day,Wednesday,2nd at Folsom,San Francisco,16.5,35
Early Afternoon,Wednesday,Broadway St at Battery St,San Francisco,25.0,35
Early Afternoon,Wednesday,Post at Kearny,San Francisco,29.3,35
Morning,Thursday,5th at Howard,San Francisco,16.5,35
Morning,Thursday,Market at Sansome,San Francisco,33.7,35
Mid Morning,Thursday,Post at Kearny,San Francisco,57.1,35
Mid Morning,Thursday,2nd at Townsend,San Francisco,20.3,35
Early Afternoon,Friday,Temporary Transbay Terminal (Howard at Beale),San Francisco,122.2,35
Afternoon,Friday,Commercial at Montgomery,San Francisco,65.9,35
Evening,Friday,Powell at Post (Union Square),San Francisco,20.9,35
Mid Morning,Friday,Embarcadero at Bryant,San Francisco,32.7,35
Mid Day,Friday,Post at Kearney,San Francisco,189.2,35
Mid Day,Saturday,California Ave Caltrain Station,Palo Alto,57.7,35
Evening,Sunday,Steuart at Market,San Francisco,14.4,34
Mid Morning,Sunday,San Francisco Caltrain 2 (330 Townsend),San Francisco,18.6,34
Early Afternoon,Sunday,Mountain View Caltrain Station,Mountain View,112.9,34
Mid Day,Monday,Howard at 2nd,San Francisco,25.7,34
Evening,Monday,Grant Avenue at Columbus Avenue,San Francisco,16.6,34
Mid Morning,Monday,Civic Center BART (7th at Market),San Francisco,37.1,34
Early Afternoon,Tuesday,San Francisco Caltrain 2 (330 Townsend),San Francisco,24.0,34
Mid Morning,Tuesday,5th at Howard,San Francisco,42.6,34
Morning,Tuesday,5th at Howard,San Francisco,19.1,34
Mid Day,Wednesday,Clay at Battery,San Francisco,30.1,34
Mid Day,Wednesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,31.1,34
Afternoon,Wednesday,Davis at Jackson,San Francisco,51.5,34
Morning,Wednesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,28.6,34
Mid Morning,Wednesday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,72.6,34
Evening,Thursday,San Francisco Caltrain (Townsend at 4th),San Francisco,18.6,34
Afternoon,Saturday,Temporary Transbay Terminal (Howard at Beale),San Francisco,22.4,34
Afternoon,Saturday,Spear at Folsom,San Francisco,21.7,34
Mid Morning,Saturday,Golden Gate at Polk,San Francisco,40.0,34
Afternoon,Sunday,2nd at Folsom,San Francisco,21.6,33
Early Afternoon,Sunday,Mountain View City Hall,Mountain View,31.7,33
Mid Day,Sunday,Palo Alto Caltrain Station,Palo Alto,166.1,33
Mid Day,Sunday,Mountain View Caltrain Station,Mountain View,176.8,33
Evening,Monday,San Francisco Caltrain (Townsend at 4th),San Francisco,13.5,33
Mid Morning,Monday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,50.7,33
Morning,Monday,Civic Center BART (7th at Market),San Francisco,37.8,33
Afternoon,Monday,Spear at Folsom,San Francisco,16.4,33
Evening,Tuesday,Market at 10th,San Francisco,15.2,33
Evening,Tuesday,Powell at Post (Union Square),San Francisco,15.0,33
Morning,Wednesday,5th at Howard,San Francisco,22.2,33
Afternoon,Wednesday,Broadway St at Battery St,San Francisco,30.2,33
Evening,Thursday,Market at 4th,San Francisco,19.9,33
Evening,Thursday,Grant Avenue at Columbus Avenue,San Francisco,22.0,33
Afternoon,Thursday,Washington at Kearny,San Francisco,55.8,33
Early Afternoon,Thursday,Davis at Jackson,San Francisco,256.1,33
Early Afternoon,Thursday,Golden Gate at Polk,San Francisco,25.4,33
Afternoon,Thursday,Post at Kearny,San Francisco,23.8,33
Morning,Friday,Civic Center BART (7th at Market),San Francisco,19.9,33
Mid Morning,Friday,Post at Kearny,San Francisco,134.8,33
Evening,Saturday,Market at 10th,San Francisco,20.4,33
Mid Day,Sunday,Paseo de San Antonio,San Jose,19.6,32
Afternoon,Sunday,Spear at Folsom,San Francisco,80.4,32
Evening,Sunday,Powell Street BART,San Francisco,35.4,32
Morning,Sunday,5th at Howard,San Francisco,57.1,32
Afternoon,Monday,Davis at Jackson,San Francisco,31.2,32
Mid Morning,Monday,Mechanics Plaza (Market at Battery),San Francisco,56.4,32
Mid Day,Tuesday,2nd at Folsom,San Francisco,27.4,32
Mid Day,Tuesday,Spear at Folsom,San Francisco,13.3,32
Early Afternoon,Tuesday,South Van Ness at Market,San Francisco,54.3,32
Mid Morning,Wednesday,Mechanics Plaza (Market at Battery),San Francisco,82.1,32
Early Afternoon,Wednesday,San Francisco Caltrain 2 (330 Townsend),San Francisco,27.7,32
Afternoon,Thursday,Broadway St at Battery St,San Francisco,19.9,32
Mid Morning,Thursday,Mechanics Plaza (Market at Battery),San Francisco,40.4,32
Morning,Friday,5th at Howard,San Francisco,27.1,32
Early Afternoon,Saturday,Paseo de San Antonio,San Jose,24.6,32
Mid Day,Sunday,San Pedro Square,San Jose,28.3,31
Early Afternoon,Sunday,San Jose Civic Center,San Jose,24.9,31
Mid Day,Sunday,San Jose Civic Center,San Jose,37.3,31
Early Afternoon,Sunday,San Jose Diridon Caltrain Station,San Jose,36.9,31
Mid Morning,Sunday,2nd at Folsom,San Francisco,32.5,31
Afternoon,Sunday,Davis at Jackson,San Francisco,22.2,31
Evening,Sunday,Embarcadero at Vallejo,San Francisco,74.5,31
Afternoon,Sunday,Broadway St at Battery St,San Francisco,15.2,31
Evening,Monday,Powell at Post (Union Square),San Francisco,30.6,31
Early Afternoon,Monday,Golden Gate at Polk,San Francisco,30.1,31
Afternoon,Friday,Japantown,San Jose,25.6,31
Evening,Friday,Market at 10th,San Francisco,13.5,31
Morning,Friday,Steuart at Market,San Francisco,40.7,31
Morning,Friday,Grant Avenue at Columbus Avenue,San Francisco,29.3,31
Afternoon,Friday,San Francisco City Hall,San Francisco,193.9,31
Mid Day,Saturday,San Jose Civic Center,San Jose,153.8,31
Early Afternoon,Saturday,Cowper at University,Palo Alto,45.3,31
Afternoon,Sunday,San Jose Civic Center,San Jose,20.2,30
Early Afternoon,Sunday,Temporary Transbay Terminal (Howard at Beale),San Francisco,18.9,30
Afternoon,Sunday,Townsend at 7th,San Francisco,18.4,30
Afternoon,Sunday,University and Emerson,Palo Alto,31.6,30
Mid Morning,Sunday,Broadway St at Battery St,San Francisco,130.2,30
Afternoon,Monday,Commercial at Montgomery,San Francisco,17.1,30
Mid Day,Monday,Temporary Transbay Terminal (Howard at Beale),San Francisco,33.6,30
Mid Day,Monday,Davis at Jackson,San Francisco,80.9,30
Afternoon,Monday,San Francisco City Hall,San Francisco,48.3,30
Mid Morning,Tuesday,Clay at Battery,San Francisco,15.1,30
Evening,Tuesday,Powell Street BART,San Francisco,11.6,30
Early Afternoon,Tuesday,5th at Howard,San Francisco,28.5,30
Mid Morning,Wednesday,Post at Kearny,San Francisco,46.2,30
Evening,Wednesday,Civic Center BART (7th at Market),San Francisco,19.4,30
Evening,Wednesday,Embarcadero at Bryant,San Francisco,20.3,30
Nightime,Thursday,Harry Bridges Plaza (Ferry Building),San Francisco,256.7,30
Evening,Thursday,Market at 10th,San Francisco,12.2,30
Evening,Thursday,Mechanics Plaza (Market at Battery),San Francisco,28.6,30
Morning,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,11.7,30
Afternoon,Friday,San Pedro Square,San Jose,33.3,30
Early Afternoon,Saturday,MLK Library,San Jose,29.7,30
Mid Morning,Saturday,Beale at Market,San Francisco,89.5,30
Morning,Saturday,Market at Sansome,San Francisco,31.0,30
Evening,Saturday,Mechanics Plaza (Market at Battery),San Francisco,24.2,30
Mid Day,Saturday,Post at Kearney,San Francisco,13.0,30
Nightime,Sunday,Grant Avenue at Columbus Avenue,San Francisco,203.2,29
Mid Day,Sunday,Washington at Kearney,San Francisco,84.4,29
Morning,Sunday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,21.2,29
Early Afternoon,Sunday,Washington at Kearney,San Francisco,45.4,29
Nightime,Sunday,Harry Bridges Plaza (Ferry Building),San Francisco,84.9,29
Mid Day,Monday,Broadway St at Battery St,San Francisco,15.0,29
Early Afternoon,Monday,Davis at Jackson,San Francisco,19.4,29
Early Afternoon,Monday,2nd at Folsom,San Francisco,46.9,29
Afternoon,Tuesday,San Jose Diridon Caltrain Station,San Jose,141.9,29
Evening,Tuesday,Grant Avenue at Columbus Avenue,San Francisco,56.6,29
Mid Morning,Tuesday,Grant Avenue at Columbus Avenue,San Francisco,20.9,29
Mid Morning,Tuesday,South Van Ness at Market,San Francisco,30.8,29
Morning,Tuesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,11.7,29
Mid Morning,Wednesday,San Francisco City Hall,San Francisco,62.5,29
Early Afternoon,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,15.6,29
Afternoon,Thursday,South Van Ness at Market,San Francisco,22.4,29
Mid Morning,Thursday,5th at Howard,San Francisco,44.2,29
Evening,Friday,Steuart at Market,San Francisco,40.7,29
Mid Morning,Friday,Townsend at 7th,San Francisco,19.0,29
Morning,Friday,2nd at Townsend,San Francisco,19.1,29
Afternoon,Saturday,Japantown,San Jose,21.0,29
Afternoon,Saturday,Broadway St at Battery St,San Francisco,19.2,29
Evening,Saturday,Washington at Kearny,San Francisco,33.2,29
Nightime,Saturday,Harry Bridges Plaza (Ferry Building),San Francisco,47.1,29
Mid Morning,Saturday,Spear at Folsom,San Francisco,25.6,29
Nightime,Saturday,Market at Sansome,San Francisco,44.1,29
Nightime,Saturday,Grant Avenue at Columbus Avenue,San Francisco,74.1,29
Mid Morning,Saturday,Townsend at 7th,San Francisco,21.2,29
Afternoon,Sunday,San Pedro Square,San Jose,26.2,28
Mid Day,Sunday,San Jose Diridon Caltrain Station,San Jose,23.1,28
Mid Morning,Monday,2nd at Folsom,San Francisco,15.6,28
Evening,Monday,Embarcadero at Vallejo,San Francisco,26.8,28
Afternoon,Monday,Broadway St at Battery St,San Francisco,27.1,28
Mid Morning,Monday,Clay at Battery,San Francisco,36.6,28
Afternoon,Tuesday,Washington at Kearny,San Francisco,23.7,28
Evening,Tuesday,Embarcadero at Vallejo,San Francisco,16.5,28
Mid Morning,Tuesday,Townsend at 7th,San Francisco,25.4,28
Morning,Tuesday,Grant Avenue at Columbus Avenue,San Francisco,25.6,28
Mid Day,Tuesday,Golden Gate at Polk,San Francisco,28.6,28
Afternoon,Wednesday,San Jose Diridon Caltrain Station,San Jose,20.3,28
Mid Morning,Wednesday,Civic Center BART (7th at Market),San Francisco,61.8,28
Afternoon,Thursday,San Jose Diridon Caltrain Station,San Jose,15.4,28
Mid Day,Thursday,Davis at Jackson,San Francisco,21.2,28
Evening,Thursday,Steuart at Market,San Francisco,22.6,28
Afternoon,Thursday,San Francisco City Hall,San Francisco,17.3,28
Nightime,Friday,2nd at Townsend,San Francisco,20.2,28
Evening,Saturday,Arena Green / SAP Center,San Jose,27.2,28
Nightime,Saturday,2nd at Townsend,San Francisco,32.9,28
Morning,Saturday,Steuart at Market,San Francisco,101.6,28
Morning,Sunday,Clay at Battery,San Francisco,30.3,27
Mid Morning,Sunday,Embarcadero at Folsom,San Francisco,42.6,27
Early Afternoon,Sunday,Palo Alto Caltrain Station,Palo Alto,53.6,27
Afternoon,Monday,Post at Kearny,San Francisco,18.3,27
Morning,Monday,2nd at Townsend,San Francisco,11.7,27
Morning,Monday,Market at 4th,San Francisco,24.0,27
Morning,Monday,Temporary Transbay Terminal (Howard at Beale),San Francisco,10.9,27
Afternoon,Monday,Golden Gate at Polk,San Francisco,32.1,27
Afternoon,Monday,2nd at Folsom,San Francisco,16.8,27
Mid Morning,Monday,San Francisco City Hall,San Francisco,50.6,27
Morning,Tuesday,Market at Sansome,San Francisco,15.4,27
Morning,Tuesday,Embarcadero at Folsom,San Francisco,12.4,27
Mid Day,Tuesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,34.8,27
Evening,Tuesday,Steuart at Market,San Francisco,14.0,27
Evening,Wednesday,South Van Ness at Market,San Francisco,16.9,27
Mid Day,Wednesday,Commercial at Montgomery,San Francisco,16.5,27
Mid Morning,Wednesday,South Van Ness at Market,San Francisco,17.1,27
Morning,Wednesday,San Jose Diridon Caltrain Station,San Jose,10.3,27
Afternoon,Thursday,San Pedro Square,San Jose,22.4,27
Early Afternoon,Thursday,Washington at Kearney,San Francisco,59.8,27
Mid Morning,Thursday,Beale at Market,San Francisco,31.9,27
Mid Morning,Thursday,Davis at Jackson,San Francisco,19.4,27
Mid Morning,Thursday,Embarcadero at Bryant,San Francisco,49.6,27
Mid Morning,Friday,Beale at Market,San Francisco,23.4,27
Mid Morning,Friday,Washington at Kearny,San Francisco,91.0,27
Early Afternoon,Saturday,San Jose Civic Center,San Jose,37.8,27
Morning,Saturday,Embarcadero at Vallejo,San Francisco,60.0,27
Early Afternoon,Saturday,Mountain View Caltrain Station,Mountain View,38.1,27
Nightime,Sunday,South Van Ness at Market,San Francisco,716.8,26
Morning,Sunday,Market at Sansome,San Francisco,69.6,26
Morning,Sunday,Embarcadero at Sansome,San Francisco,35.2,26
Afternoon,Sunday,Temporary Transbay Terminal (Howard at Beale),San Francisco,24.8,26
Mid Day,Sunday,San Antonio Caltrain Station,Mountain View,35.5,26
Mid Day,Sunday,Mountain View City Hall,Mountain View,37.8,26
Evening,Monday,Powell Street BART,San Francisco,17.5,26
Mid Morning,Monday,Post at Kearny,San Francisco,46.3,26
Morning,Monday,Grant Avenue at Columbus Avenue,San Francisco,48.0,26
Evening,Tuesday,Civic Center BART (7th at Market),San Francisco,42.9,26
Mid Day,Wednesday,Davis at Jackson,San Francisco,31.7,26
Evening,Wednesday,Steuart at Market,San Francisco,45.2,26
Early Afternoon,Wednesday,Temporary Transbay Terminal (Howard at Beale),San Francisco,33.5,26
Nightime,Wednesday,Grant Avenue at Columbus Avenue,San Francisco,19.3,26
Early Afternoon,Wednesday,Golden Gate at Polk,San Francisco,62.8,26
Morning,Thursday,South Van Ness at Market,San Francisco,18.4,26
Evening,Friday,San Pedro Square,San Jose,164.4,26
Evening,Friday,Washington at Kearny,San Francisco,23.2,26
Morning,Friday,South Van Ness at Market,San Francisco,43.8,26
Evening,Friday,Mechanics Plaza (Market at Battery),San Francisco,34.8,26
Mid Morning,Friday,South Van Ness at Market,San Francisco,21.6,26
Mid Day,Saturday,Paseo de San Antonio,San Jose,33.3,26
Evening,Saturday,Steuart at Market,San Francisco,16.3,26
Nightime,Saturday,Powell at Post (Union Square),San Francisco,182.2,26
Early Afternoon,Sunday,San Jose City Hall,San Jose,36.5,25
Nightime,Sunday,Embarcadero at Sansome,San Francisco,17.0,25
Afternoon,Sunday,Mountain View Caltrain Station,Mountain View,24.2,25
Morning,Sunday,Washington at Kearny,San Francisco,40.2,25
Afternoon,Monday,San Jose Diridon Caltrain Station,San Jose,20.7,25
Evening,Monday,Townsend at 7th,San Francisco,10.9,25
Morning,Monday,South Van Ness at Market,San Francisco,14.4,25
Mid Morning,Monday,Embarcadero at Bryant,San Francisco,37.3,25
Mid Morning,Monday,Embarcadero at Folsom,San Francisco,28.5,25
Afternoon,Tuesday,South Van Ness at Market,San Francisco,90.8,25
Mid Morning,Tuesday,Mechanics Plaza (Market at Battery),San Francisco,59.1,25
Early Afternoon,Wednesday,San Jose Civic Center,San Jose,58.0,25
Mid Morning,Wednesday,Golden Gate at Polk,San Francisco,20.2,25
Evening,Wednesday,2nd at South Park,San Francisco,28.6,25
Evening,Wednesday,Embarcadero at Vallejo,San Francisco,16.0,25
Mid Day,Wednesday,Broadway St at Battery St,San Francisco,47.1,25
Mid Morning,Wednesday,Embarcadero at Vallejo,San Francisco,37.8,25
Mid Morning,Thursday,Temporary Transbay Terminal (Howard at Beale),San Francisco,9.8,25
Mid Morning,Thursday,Clay at Battery,San Francisco,23.8,25
Mid Day,Friday,Japantown,San Jose,20.1,25
Mid Morning,Friday,Howard at 2nd,San Francisco,22.9,25
Evening,Friday,Embarcadero at Bryant,San Francisco,72.6,25
Mid Morning,Friday,Golden Gate at Polk,San Francisco,47.0,25
Evening,Friday,Embarcadero at Vallejo,San Francisco,16.5,25
Evening,Friday,South Van Ness at Market,San Francisco,71.2,25
Mid Day,Saturday,MLK Library,San Jose,35.9,25
Evening,Saturday,Beale at Market,San Francisco,20.5,25
Evening,Saturday,Yerba Buena Center of the Arts (3rd @ Howard),San Francisco,66.4,25
Afternoon,Saturday,San Jose Civic Center,San Jose,26.4,25
Early Afternoon,Saturday,Park at Olive,Palo Alto,29.4,25
Mid Day,Saturday,Park at Olive,Palo Alto,45.0,25
Nightime,Sunday,San Pedro Square,San Jose,21.2,24
